RecipeId,name,ingredients,instructions
1144,Steak & Tomato-Basil Pasta,"beef tenderloin steaks, boneless beef top loin steaks, penne, mostaccioli pasta, fresh basil, dried basil leaves, romano cheese, parmesan cheese, salt, pepper, olive oil, onion, garlic, plum tomatoes, sugar, salt, pepper","Cook pasta according to package directions; keep warm. Meanwhile, in a large saucepan or Dutch oven, heat oil over medium heat. Add onion and garlic; cook and stir until tender. Add remaining sauce ingredients. Bring to a boil; reduce heat to low. Simmer, uncovered, 10 minutes, stirring occasionally. Place beef steaks on grid over medium, ash-covered coals. Grill steaks, uncovered, 13 to 15 minutes (15 to 18 minutes for top loin steaks) for medium rare to medium doneness, turning once. Season with salt and pepper. Trim fat from steaks. (Cut top loin steaks crosswise in half.) Combine tomato sauce, basil, cheese and pasta; toss to coat. Serve steaks with pasta."
1145,Steak and Ale Meat Marinade,"soy sauce, dry white wine, red wine vinegar, sugar, garlic","Simply mix all ingredients together. You can let the meat sit in here for up to 24 hours. I would highly suggest a grilling, or even a pan frying of the meat of your choice. Add a little bit of butter to the pan if you are going to cook it in a skillet."
1149,Strawberry Cheesecake,"graham cracker crumbs, sugar, margarine, butter, cream cheese, sugar, lemons, vanilla, eggs, strawberry, sugar, cornstarch, water","Pre-heat oven to 350 degrees Crust:  stir together graham cracker crumbs and  sugar. Mix in butter thoroughly and press into a 9\, , , , , , , , , , , , , , 
, , , , , , "
1150,Strawberry Marbled Cheesecake,"frozen strawberries, cornstarch, graham cracker crumbs, sugar, butter, margarine, cream cheese, eggs, lemon juice","In blender container, combine strawberries and cornstarch; blend until smooth. In heavy saucepan, over med. heat, cook and stir until thickened. Add food  coloring, if desired. Reserve 1/3 cup sauce; cool. Chill remaining sauce.  Preheat oven to 300 degrees. Combine crumbs, sugar and butter; press onto bottom of 9\, , , , , , , , , , 
, , , , , , , , , , "
1151,Strawberry 'n Oat Bars,"margarine, margarine, brown sugar, flour, baking soda, salt, old fashioned oats, quick-cooking oats","Heat oven to 400°F. Beat 3/4 cup margarine and sugar until light and fluffy. Add combined flour, soda and salt; mix well. Stir in oats and nuts. Reserve  1/2 cup crumb mixture.  Press remaining crumb  mixture onto bottom of greased 13 x 9-inch baking pan. Spread the strawberry preserves over the first layer. Sprinkle  with reserved crumb mixture.  Bake 20-25 minutes. Cool. Melt Chips and 4 teaspoons margarine over low heat (or microwave),  stirring until smooth. Drizzle over crumb mixture. Refrigerate 1 hour; cut into bars."
1155,Stuffed Mozzarella,"lowfat mozzarella cheese, fresh spinach, red bell peppers, tomatoes","Flatten fresh mozzarella to 1/2-inch width. Layer with spinach and red peppers. Roll up jelly roll fashion from longest end. Slice and serve with greens, tomatoes slices drizzled with balsamic vinegar."
1157,Sugar-Coated Pecans,"pecan halves, sugar, cinnamon","In a bowl, beat egg white until foamy. Add pecans and toss until well coated. Combine sugar and cinnamon; sprinkle over pecans and toss to coat.  Spread in a single layer on an ungreased baking sheet. Bake at 300'F for 30 minutes or until browned. Cool on waxed paper."
1162,Surprise Carrot Cake,"cream cheese, sugar, egg, flour, sugar, baking soda, cinnamon, salt, eggs, carrots","Combine cream cheese, sugar and one egg, mixing until well blended. Set aside.  Combine dry ingredients. Add combined oil and eggs, mixing just until moistened. Fold in carrots and nuts. Reserve 2 cups batter; pour remaining batter into a  greased and floured 9 inch Bundt pan. Pour cream cheese mixture over batter;  carefully spoon reserved batter over cream cheese mixture, spreading to cover. Bake at 350 F degrees 55 minutes or until wooden pick inserted in center comes  out clean. Cool 10 minutes; remove from pan. Cool thoroughly. Sprinkle with  powdered sugar if desired. 12 Servings."
1165,Sweet Potato Cakes,"sweet potatoes, eggs, salt, pepper","Parboil potatoes until tender. Peel skin and mash. Next, mix eggs, salt, pepper. Heat oil in skillet and add a pinch of flour for oil testing. Drop potato  mixture into skillet. Brown on both sides. Flatten down when you flip them. Add  butter and honey and eat like a pancake.  **I like homemade maple syrup with mine."
1168,Swiss Chocolate Squares & Icing,"water, butter, margarine, flour, sugar, eggs, sour cream, baking soda, salt, butter, margarine, milk, powdered sugar, vanilla, pecan halves","Preheat oven to 375 degrees. Combine water, butter and chocolate in saucepan; bring to a boil. Remove from heat.  Mix together flour and sugar. Stir in flour and sugar. Add eggs, sour cream, baking soda and salt.  Mix well. Pour into greased 15 1/2 x 10 1/2 jelly roll pan. Bake at 375 degrees for 20 to 25 minutes. Frost while warm with milk chocolate frosting. Cool. Cut into squares. For the Frosting:   Combine butter, chocolate and milk in saucepan. Boil 1 minute.  Remove from heat.  Add sugar. Beat until smooth. Stir in vanilla. Spread on squares. Garnish with pecan halves if desired."
1170,Taco Salad,"head lettuce, green onions, tomatoes, cheese","Mix lettuce, onions, tomatoes and cheese in a large bowl. Refrigerate if not serving at once.  Just before serving add beans, dressing and chips. Serve at once.  Enjoy !! Opal in Texas"
1171,Taco Seasoning,"chili powder, paprika, cumin, onion powder, cayenne pepper",Combine all ingredients in a jar with a tight fitting lid. Mix well shaking. Store in a cool dry place for up to 6 months. Makes about 21 teaspoons  (about 1/2 cup ).  7 teaspoons equal a 1.25 oz pkg. of purchased taco  seasoning.
1175,Beer Batter,"beer, flour, seasoning salt, pepper, eggs","Blend on high until smooth. Dip fresh shrimp, mushrooms or veggies. Put on flat pan and chill for one hour. Deep fry."
1181,Teriyaki Sauce,"soy sauce, mirin, medium-dry sherry, cider vinegar, sugar","In a small saucepan, add all the ingredients together and simmer, stirring until sugar is dissolved and reduced to about 1/2 cups. Pour into a metal bowl set into a larger bowl of ice and cool to room temperature."
1183,Texas Style Picante Sauce,"garlic cloves, tomato paste, pepper, salt, fresh tomatoes, alum, cumin, sugar, vinegar, green pepper, onion","Substitution:  1 1/2 Habanero instead of Jalapeno makes this warm but not too hot For Making Texas Style Picante Sauce: Combine jalapeno  pepper, garlic, tomato paste, sugar, vinegar, alum and spices in blender  or food processor. Process until desired consistency. Combine chopped  vegetables in large sauce pan. Bring to a boil, reduce heat and simmer  for 45 minutes. Pour into hot sterilized 1 pint jars leaving 1/2 inch  headspace. Seal and process in boiling water bath for 15 minutes or  pressure canner for 5 minutes at 10 pounds of pressure."
1184,Thai Beef Curry,"coconut milk, Thai red curry paste, beef sirloin steaks, nam pla, fresh basil, green onions, sugar","Slice beef thinly. In big pot, stir and cook coconut milk until it separates, about 5 minutes. Stir in red curry paste; add sliced beef, cooking until done. Add everything else and serve."
1191,Three Sisters Vegetables,"green beans, corn, water, butter, salt, pepper","Peel, seed and cut squash into bite-sized cubes. Trim beans; cut into 1 inch lengths. Remove husks and silk from corn; cut off kernels. In large heavy saucepan, combine water and squash; cover and bring to boil. Reduce heat to low and simmer for 15 minutes or just until squash begins to soften, adding more water if necessary. Add beans and cook for 5 to 8 minutes or until bright green but still tendercrisp. Add corn, butter, salt, and pepper to taste, adding a little more water if necessary. Cook, covered, for 3 to 5 minutes or until vegetables are tender and liquid has been absorbed. Taste and adjust seasoning if necessary."
1196,Toffee Cookies,"light brown sugar, granulated sugar, vanilla, egg, butter, vegetable shortening, all-purpose flour, rolled oats, salt, baking soda","Preheat oven to 375F. Lightly grease 2 baking sheets Combine sugars, vanilla,  egg, butter and shortening in a large mixing bowl; beat until fluffy. In a  separate bowl, combine flour, oats, salt and baking soda; add to sugar mixture,  and blend completely. Add toffee bits and chocolate chips to dough, and mix  well. Drop teaspoons of batter onto baking sheets, spacing dough about 1 inch  apart. Bake until golden brown, about 8 minutes. Cool on a wire rack. Store in an airtight container in a cool place. Makes about 40 cookies."
1201,Honey-Chocolate Oatmeal Cookies,"flour, baking powder, baking soda, cinnamon, salt, vegetable shortening, butter, bittersweet chocolate, honey, eggs, rolled oats, coconut","Preheat the oven to 325°. Grease 2 cookie sheets. Combine the flour, baking powder, baking soda, cinnamon and salt. In a saucepan, melt the vegetable shortening (or butter) and chocolate. Add the honey and stir until smooth. Remove from the heat and pour into a large mixing bowl. In a separate bowl, beat the two eggs lightly. Pour half of the beaten egg into the honey mixture. Blend  well. Repeat with the remaining half. Gradually add the dry ingredients. Blend well. Stir in the oats and coconut. Drop the dough by spoonfuls 1 1/2-inches apart onto the prepared cookie sheets. Bake for 18-20 minutes until lightly  colored. Transfer the cookies to wire racks to cool."
1204,Honey Oat Hermits,"rolled oats, cake flour, baking soda, salt, allspice, cinnamon, shortening, honey, eggs, raisins, maraschino cherries, lemon juice, lemon, rind of","Cream together shortening and honey, beating until light.  Add well beaten eggs and sour milk, chopped fruit and nuts, then lemon juice and rind. Sift flour, baking soda, salt and spices, add rolled oats and blend well. Add to the cookie mixture.  Chill and then drop onto oiled cookie sheet by the spoonful. Bake in a moderate oven until cooked."
1207,Country Rice Pudding,"milk, short-grain rice, sugar, nutmeg, lemon zest, salt, egg, Bourbon, vanilla extract, sugar, cinnamon","In a heavy saucepan combine the milk, rice, sugar, nutmeg, lemon zest and salt. Bring to a boil, stirring occasionally. Reduce heat to low and simmer , uncovered, until rice is tender and mixture begins to thicken, about 20 - 25 minutes, skimming any foam that may come to the surface. Stir in the egg and cook 2 minutes longer. Remove from heat and stir in bourbon and vanilla extract. Chill before serving. Sprinkle with Cinnamon Sugar before serving. CINNAMON SUGAR:    Combine cinnamon and sugar and store in a tightly covered bowl."
1209,Spinach Artichoke Dip,"parmesan cheese, frozen chopped spinach, artichoke hearts, sour cream, cream cheese, mayonnaise, garlic","Preheat oven to 375°F. Mix together Parmesan cheese, spinach, and artichoke hearts. Combine remaining ingredients and mix with spinach mixture. Bake for 20-30 minutes. Serve with crackers or toasted bread."
1217,Breakfast Pizza II,"eggs, bacon, cheddar cheese","Spread rolls onto a lightly greased 12 inch pizza pan; firmly pressing perforations to seal. Combine eggs, bacon and cheese. Pour over crust. Bake at 375'F for 12-15 minutes. Cut like pizza and serve. NOTE: you can use regular pizza dough. A family oriented website      http://home.sprynet.com/~jmjohnsn        Seasonal Page Topic - Fall Foliage."
1220,Creamy Apple Dip,"apple, dates, crystallized ginger, cream cheese","Blend the apple, dates and cream cheese together. Serve with crackers or vegetable crudities. Makes approx. 1 cup. Cheers,  Doreen Doreen Randal,  Wanganui. New Zealand."
1224,Unexpected Company Rice Pudding,"Minute Rice, raisins, salt, nutmeg, instant vanilla pudding, water","Bring 1 cup of water, rice, raisins, and salt to a boil. Cover and let stand until cool. Make pudding according to the directions on box. After pudding is made and the rice mixture is cooled, fold and mix gently together. Chill and serve."
1229,Lollipops,"sugar, cream of tartar, water","Combine sugar and cream of tartar with water. Stir until completely dissolved. Boil mixture until it reaches 290°. Add the amount of flavoring and the amount of coloring you wish. Test by dropping a small amount of the candy into cold water. If it forms immediately then it is ready. Remove from heat and pour into greased molds. When it is partially cooled, add wooden sticks to the center. Let cool off completely."
1232,Vegetarian Pad Thai,"garlic, red bell pepper, tomatoes, snow peas, firm tofu, reduced sodium soy sauce, fresh lime juice, fresh cilantro, cashews, scallions, fresh bean sprouts","In large pot, bring 3 quarts water to a boil. add noodles, stir to prevent sticking. cook until tender, about 4 minutes. drain well and set aside. Meanwhile, in large wok or skillet, heat oil over medium-high heat.  add garlic and bell pepper and stir-fry 3 minutes. stir in tomatoes, snow peas and tofu and stir-fry until vegetables are just tender, about 4 minutes. Add soy sauce and lime juice and bring to a simmer. cook, stirring often, 2 to 3 minutes more.  stir in cooked noodles and  cilantro. Divide noodle mixture among plates. sprinkle with cashews, scallions, and bean sprouts and serve right away."
1236,Bacon and Cheese Stuffed Chicken,"boneless skinless chicken breast halves, bacon, sharp cheddar cheese, salt, pepper, paprika, olive oil, cornstarch, reduced-sodium chicken broth, parsley","With a sharp knife, cut a pocket into the thickest side of each chicken breast.  Stuff each half with 1/4 of  the bacon and a piece of cheese. Seal with a  toothpick. Sprinkle chicken with salt, pepper and paprika. Heat oil in large  nonstick skillet over medium-high heat. Add chicken and cook 4 minutes per side, until browned. Reduce hea t to medium-low; cover and cook 10 minutes until  chicken is cooked through. Remove from skillet and cover loosely with foil to  keep warm. Stir cornstarch into chicken broth with a fork until dissolved. Add  to skillet and bring to a boil, scrapping up browned bits on bottom of skillet.  Cook 3 minutes, until sauce is thickened. Add chopped parsley. To serve, spoon  over chicken."
1242,Stewed Tomatoes,"tomatoes, celery, bell pepper, Accent seasoning, sugar, water","Peel the tomatoes by soaking them in boiling water for one minute. Gently pull away the skin. Place tomatoes in a large pot and add the remaining ingredients. Cover and boil gently for 15 minutes, until tomatoes are tender. Serve with croutons. I like my stewed tomatoes with toast and butter. Whenever I am sick, this is the dish I crave! The above recipe is from the book out of print cookbook  \,  by John and Glenna Uhler Enjoy!"
1243,Better Than Sex Cake,"butter, all-purpose flour, sugar, cream cheese, confectioners' sugar, Cool Whip, instant chocolate pudding mix, milk","Preheat oven to 350 degrees. In a bowl combine butter, flour and sugar and mix  to a fine crumb consistency. Press into a 9 inch springform pan and bake for 25  minutes. Remove from oven and set side to cool. In a large mixer bowl combine cream cheese, confectioner's sugar and Cool Whip. Beat until  smooth. Pour into  cooled shell. Beat together milk and instant pudding until thick then pour over  cream cheese mixture. Whip cream and pour over chocolate.         - - - - - - - - - - - - - - - - - - Serving Ideas : .Refrigerate and let chill for 12 hours before serving."
1246,Romeri's Gnocchi & Sauce,"flour, egg, salt, ricotta cheese, tomatoes, dry basil, garlic, olive oil","mix all gnocchi ingredients in a food processor.  Mix until a dough ball is formed. Place on a floury cutting board and knead into a firm consistency. Cut a small hunk off and hand roll out to a long thin strip. Cut the strip into small bite size pieces and place on a tray covered with waxed paper and flour. When the tray is full you can add another layer of waxed paper and flour and continue. (No more than 3 layers are recommended). They can then be frozen right on the trays covered with foil or cooked right away. Fresh or Frozen, place them in boiling salted water like any pasta. Cook until tender (by taste) - do not overcook. To make the sauce, cook chopped garlic in olive oil. Add tomatoes and basil. Cook until tomatoes are thick and sauce like.  This needs to simmer only 30-45 minutes at the most. Rinse pasta, cover with sauce and Parmesan cheese and enjoy."
1249,Orange Baked Chicken,"oranges, olive oil, boneless skinless chicken breasts, onion, Worcestershire sauce, water, tomato paste","Thinly pare the rind from 1 orange, and cut the rind into thin strips. Grate the rind from the other orange, and squeeze the juice from both. Heat the oil in a frying pan, add the chicken pieces and brown on both sides. Remove from the pan and keep warm. Add the onion to the fat remaining in the pan and gently fry for 5 minutes. Drain off any fat, then add the Worcestershire sauce, water, tomato paste, orange rind (strips and grated) and juice.  Bring to the boil and season lightly with salt and pepper. Line a shallow ovenproof dish or roasting pan with foil, leaving enough on either side to over lap in the middle.  Place the chicken on the foil, spoon over the orange sauce, then cover wit h the foil, securing the edges by folding together. Bake at 180 C for 1 hour. To serve, spoon the juices over the chicken."
1253,Pesto,"garlic, basil, parmesan cheese, olive oil","Smash the garlic, the basil and the nuts with a pestle in a mortar until everything is as little as possible. Add the grated cheese, mix and add the oil. Pesto can be prepared and stored in an hermetic tin. Enjoy it! Karina."
1259,Golden Peanut Bars,"unsifted flour, light brown sugar, egg, butter, margarine, peanuts, peanut butter, vanilla extract","Preheat oven to 350. combine flour, sugar and beaten egg. cut in butter until crumbly. stir in peanuts. Reserving 2 cups crumb mixture, press remaining mixture on bottom of 13x9\, , , , , , , , , , , , "
1266,Baked Ziti,"ziti pasta, mozzarella cheese, cottage cheese, oregano","Cook ziti for 10 minutes. Drain. Shred or cut Mozzarella into small cubes. Mix  well: ziti, 3/4 of the Mozzarella, cottage cheese, sauce and oregano. Spread  mixture into 2 greased 12 x 8 x 2-inch pans. Sprinkle with remaining Mozzarella. Bake in oven for 30 to 45 minutes or until casserole is bubbly around the edges  and cheese melts. Recipe is divided for 2 meals of 4 servings each."
1267,Chinese Beef and Broccoli,"soy sauce, dry sherry, cornstarch, frozen broccoli, garlic clove, fresh ginger, salt","Slice the steak against the grain into very thin slices. Combine the soy sauce, sherry, and cornstarch and pour this mixture over the steak. Marinate the meat for 15 minutes. While the meat is marinating, slice the broccoli at a diagonal and mince garlic and ginger. Heat a wok or large frying pan for 30 seconds, add oil, wait about 20 seconds, and add minced garlic and ginger root. Fry over high heat, stirring constantly for about 20 seconds more, then add the beef. Stir-fry, stirring constantly, for about 1 minute. Add broccoli and stir-fry for another 4 to 6 minutes, until the broccoli is cooked but still crisp and still dark green. Serve hot. This is low in carbohydrates."
1270,Buche de Noel,"cake flour, baking powder, salt, eggs, sugar, brewed coffee, vanilla, butter, light corn syrup, heavy cream, instant coffee, powdered sugar","Sift flour, cocoa, baking powder and salt together in a small bowl; set aside.  In separate bowl beat eggs until thick and creamy. Gradually add sugar, beating constantly until mixture is very thick. Stir in coffee & vanilla. Fold in flour mixture. Spread batter evenly in pan. Bake at 375 degrees for 12 minutes. Sprinkle kitchen towel with powdered sugar, invert cake onto towel, remove waxed paper and roll cake and towel jelly roll fashion. Cool. When cake has cooled unroll, spr ead with filling, reroll. Beat cream until stiff. Add instant coffee and powdered sugar. Melt chocolate chips with coffee over hot, not boiling water. Cool. Beat butter in small bowl until light and fluffy. Beat corn syrup and egg yolks into butter. Stir in cooled chocolate mixture. SPECIAL NOTE: This is a very good recipe for a vertical layer cake.  After the cake has cooled cut it into 3 3-1/2\, , ,  high cake.  Frost as usual. This looks like a regular 2 layer cake until you cut into it."
1275,Parsnip Pie,"parsnip, butter","Peel and cook parsnips (the amount required). Strain and mash well with a little butter. Place in a buttered pie dish and smooth down with a knife. While hot spread a knob of butter over and sprinkle with dried breadcrumbs. Put in a hot oven or under a grill until golden brown about 10 minutes,, Serve meat and other vegetables. (Freezes well)."
1296,Peppered Fish in Herbed Butter,"pepper, butter, lemon juice, parsley, thyme","Sprinkle fish with pepper. Combine butter, juice and herbs in a large shallow dish, cook on HIGH for 1 minutes. Add the fish in a single layer, cover and cook on HIGH for 5 minutes or until fish is tender."
1298,Beef Jerky,"london broil beef, soy sauce, garlic","Take a raw London broil, slice thin across the grain. Place in a large glass bowl, and cover with soy sauce (I use the 'lite' kind) 'until the beef is swimming in it!, Mince a few cloves of garlic, add, stir well. Cover and refrigerate for about a day. To dry, I usually used a food dehydrator. You can also dry them in a gas oven set to 170F. by placing parchment paper directly on the oven racks, then the beef strips. Either way, check on them every couple of hours, turning as they begin to dry. Store in a sealed container when completely dry."
1303,Coconut Macaroon Cheesecake,"coconut, pecans, butter, margarine, cream cheese, sugar, vanilla extract, eggs, vanilla extract, sugar, coconut","In a small bowl combine 1 cup toasted coconut, ground pecans and butter. Press  onto bottom of 9\, , , , , , , , , , , , 
, , , , , , , , , , , , , , "
1306,Chicken Fajitas,"olive oil, lime juice, sugar, salt, cumin, red wine vinegar, onion, oregano, pepper, garlic cloves, red bell pepper, green bell pepper, yellow bell pepper, boneless skinless chicken breasts","Combine all ingredients, except tortillas, in a large bowl, mix well and  refrigerate overnight. Drain mixture. In a large skillet, over medium high heat, add 2 tablespoons olive oil and saute chicken mixture until chicken is no longer pink. Serve in tortillas."
1313,Apple and Ginger Dessert Pizza,"dried yeast, sugar, water, flour, butter, egg, sultana, brandy, butter, ground ginger, water, maple syrup, green apple, red apple, butter","To make the base:- Combine yeast, sugar and water in a small bowl. Stand bowl  covered with plastic wrap, in a small place for 10 minutes until the mixture is  foamy. Sift flour into a large bowl and make a well in centre. Add yeast  mixture, butter and egg; mix with a knife to a soft dough. Turn out onto a  lightly floured surface; knead for 5 minutes until smooth and elastic. Place  in a oiled bowl, cover with plastic wrap; stand in a warm place for 1 hour or  until doubled in size. To Make Topping:- Peel, core the apples and cut into slices. Combine sultanas  and brandy in a small bowl and set aside.  Melt butter in pan, add ginger; stir  to combine.  Add water and maple syrup; cook over a low heat for 4 minutes until thickened slightly. Cool. Preheat oven to 210°C. Brush a 30cm round pizza tray with melted butter. Knead dough again for 1 minute, roll out to a 26cm round. Place onto prepared tray tuck edges under to form a rim. Drain sultanas,  sprinkle over base.  Arrange apple slice over the base, drizzle with syrup. Brush rim of base with a little melted butter. Bake for 25 minutes until crust  is golden brown. Serve warm with whipped cream."
1315,Apple Brown Betty,"unsalted butter, granny smith apples, granulated sugar, all-purpose flour","Preheat oven to 400 degrees. Cut apples into 1/4 inch slices and place in a  bowl. Combine with granulated sugar and flour. Brush a 9 X 13 inch pan with some butter and sprinkle bottom with 1 cup of breadcrumbs. Sprinkle 1/2 cup  granulated sugar over breadcrumbs and top with half the apples. Repeat layers  with remaining ingredients.Drizzle top with remaining butter and sprinkle evenly with superfine sugar. Bake on middle rack in oven until bubbling and browned,  about 45 minutes. Cool on a rack. Cut into squares and serve warm or at room  temperature.                    - - - - - - - - - - - - - - - - - -"
1317,Bisquick Apple Cinnamon Muffins,"egg, Bisquick baking mix, apple, sugar, 1% low-fat milk, canola oil, cinnamon","Preheat oven to 400. Spray with nonstick cooking spray bottom only of 12 medium size muffin cups. Beat egg slightly, stir in remaining ingredients just till  moistened. Divide batter evenly among cups. Bake until golden brown, 15 to 17  minutes."
1320,Apple Juice Marinade,"soy sauce, honey, lemon juice, garlic powder, dry mustard, ginger",Combine all ingredients. Marinade meat all day or over night.  Excellent for grilled pork chops.
1322,Vanilla Cake,"shortening, sugar, eggs, flour, milk, baking powder, vanilla","Cream shortening and sugar, add eggs and beat. Add flour, milk and baking  powder. Add vanilla and nuts. Place in greased and floured pan. Bake at 350  degrees until top of cake springs back when touched (about 30 minutes)."
1330,Better Than Sex Cake II,"instant vanilla pudding, sour cream, water, eggs, chocolate chips, pecans, German chocolate bar","Mix cake mix, pudding, sour cream, oil, water and eggs  together. Fold in chocolate chips and pecans. Shave 1 German  chocolate bar. Stir into batter and mix well. Bake at 350 degrees  for 35 to 40 minutes in 9 x 13-inch pan, floured and greased."
1355,Barley &amp; Mushroom Stuffed Green Bell Peppers,"mushrooms, onion, pearl barley, parsley, thyme, pepper, monterey jack cheese, bell peppers","Preheat oven to 350°F. Heat the oil in a large skillet. Add mushrooms and onions and cook, stirring until the onions are browned. Stir in  the barley, parsley, thyme and pepper (ground). Stir in the cheese;  set aside. Rinse the bell peppers. Cut off the tops; remove and discard the seeds and pith. If necessary, make a thin slice on the  bottom of each pepper to balance. Spoon 1/4 of the mixture into each  pepper. Stand the peppers upright in a baking dish just large enough to accommodate them. Pour the sauce into the baking dish. Bake 30  minutes or until the peppers are tender."
1356,Ground Beef Stuffed Green Bell Peppers With Cheese,"green peppers, beef, onion, tomatoes, long grain rice, water, salt, Worcestershire sauce, cheddar cheese","Cut off the tops of green peppers; discard seeds and membranes. Chop enough of the tops to make 1/4 cup, set aside. Cook the whole green peppers, uncovered in boiling water for about 5 minutes; invert to drain well. Sprinkle insides of the peppers lightly with salt. In a skillet cook ground beef, onion and 1/4 cup chopped pepper till meat is browned and vegetables are tender. Drain off excess fat. Add drained tomatoes, salt, Worcestershire, and a dash of pepper. in a separate pot put water bring to boil add rice cook until rice is soft. if needed add more water. add rice to beef mixture. Stir in cheese. Stuff peppers with meat mixture. Place in a 10x6x2 baking dish. Bake, covered in a 350 degree oven for      30    minutes. in the last 5 minutes add any remaining cheese to the top of the peppers."
1367,Crisfield Crab Dabs,"jumbo lump crab meat, dry sherry, chives, dry mustard, salt, bacon, mayonnaise",Remove cartilage from crab meat. Combine all ingredients except bacon. Mix  thoroughly. Chill for 30 minutes. Portion crab mixture with a tablespoon. Shape into small rolls. Wrap bacon around crab rolls and secure with a  toothpick. Place crab rolls on a broiler pan. Broil about 4 inches from  source of heat for 8 to 10 minutes or until bacon is crisp. Turn carefully. Broil 4 to 5 minutes longer. Makes 30 hors d'oeuvres.
1376,Peach Vinegar,white wine vinegar,"In a glass or stainless steel sauce pan heat white wine vinegar on the stove to where it is warm, but not boiling. Stir in the peach cubes and cook 1 minutes. Pour the warmed peach-vinegar mixture into a 1 quart glass jar and allow to cool to room temperature before capping with an acid-proof lid (about 15 minutes). Store vinegar in a cool, dark place; Shake daily for 1 week. After one week has passed strain peach vinegar through cheesecloth, rebottle and label."
1379,Herbal Vinegar with Garlic & Basil,"garlic, fresh basil, white wine vinegar","In a glass or stainless steel sauce pan heat white wine vinegar on the stove to where it is warm, but not boiling. Bruise basil and loosely fill clean glass jars with basil and halved garlic cloves. Pour the warmed vinegar to fill each glass jar and cap with an acid-proof lid. Store in a cool, dark place 2 weeks, shaking occasionally. After two weeks have passed strain through cheesecloth and rebottle. Add a few fresh basil leaves to the bottle for identification purposes and visual appeal."
1380,Ginger Apple Vinegar,"fresh ginger, apple cider vinegar, sugar","In a glass or stainless steel sauce pan heat the apple cider vinegar with 1 tsp sugar on the stove to where it is warm, but not boiling. Loosely fill a clean glass jar with ginger. Pour the warmed apple cider vinegar over the ginger and cap tightly with an acid-proof lid; store in a cool, dark place 2 weeks, shaking occasionally. After two weeks have passed strain through cheesecloth and rebottle."
1387,Perfectly Spiced Banana Bread,"all-purpose flour, baking powder, baking soda, salt, ginger, allspice, nutmeg, lemon zest, butter, margarine, sugar, eggs, bananas","Preheat oven to 350°F. Grease 9 x 5 inch loaf pan. Sift flour,baking powder,  baking soda, salt, ginger, allspice and nutmeg together in bowl. Add lemon zest and almonds. Stir until combined. Set aside. Beat butter in large mixing bowl until soft and creamy. Beat in sugar until light and fluffy. Add eggs and beat until thoroughly blended. Beat in flour mixture alternately with bananas until mixture is well blended. Pour into prepared pan. Bake in center of oven 1 hour to 1 hour 5 minutes, or until toothpick inserted in center comes out clean. Cool in pan on wire rack 10 minutes. Invert from pan and cool completely on rack. Variation: Banana-walnut or -pecan bread: Omit almonds. Add 3/4 cup coarsely chopped walnuts or pecans with bananas."
1391,Michael Jordon's Macaroni & Cheese,"elbow macaroni, butter, all-purpose flour, milk, onion, kosher salt, black pepper, Worcestershire sauce, Worcestershire sauce, Dijon mustard, aged white cheddar cheese, gorgonzola, parmesan cheese","Preheat oven to 400 degrees. Cook macaroni according to package directions. Drain, rinse with cold water and set aside.  Blond roux:  Melt 1 stick of butter in small saucepan. Add 3/4 cup of flour. Blend well. Cook while stirring constantly, about 3-5 minutes, until flour and butter are well blended and start to dry slightly. Reserve for cheese sauce.  Cheese sauce:  In a large sauce pan, bring milk to simmer over medium heat.  Whisk in 1/2 cup of the roux. Continue to whisk over heat until smooth and sauce begins to thicken, about 10 minutes. Saute diced onion in oil over medium heat until soft.  Add onion to roux. Next add Worcestershire sauce, Dijon mustard, salt and pepper. Whisk to incorporate all ingredients. Begin to add cheddar cheese, gradually, in small amounts. Whisk constantly to help dissolve.  Add remaining cheddar, the Gorgonzola and 3/4 cup of Parmesan. Whisk until smooth. Mix cheese sauce with cooked macaroni. Place in a large buttered oven-proof dish. Top with bread crumbs and remaining 1 cup of Parmesan cheese.  Bake for about 10 minutes or until hot.  To brown, place under the broiler until top is evenly browned; watch carefully. Note:  The recipe says \, , however it seems more like twelve or more."
1396,Cajun Turnovers,"onion, green bell pepper, celery, I Can't Believe It's Not Butter Fat Free, mushroom, wild rice, water, Worcestershire sauce, garlic powder, cayenne pepper, salt, egg","For filling: Saute onion, bell pepper, celery, and mushrooms in butter until  tender and mushrooms have released some liquid. Add rice and water. Stir. Add  Worcestershire sauce, hot sauce, garlic powder, cayenne, and salt. Mix well. Bring to a boil, cover tightly, simmer for 10 minutes. For dough: While rice is  simmering, preheat oven to 3750. Separate crescent rolls into rectangles. Seal  the seams in each rectangle by pressing the dough together. Place rice mixture  (turnovers are easier to shape if rice is chilled) in the center of each  rectangle. Fold dough over and press with a fork to seal the edges. Brush the  tops of turnovers with beaten egg. Place on lightly greased cookie sheet. Bake  12-13 minutes."
1399,Mushroom Torte,"phyllo pastry, mushrooms, garlic, basil, salt, shallot, fat free cream cheese, pepper","Defrost phyllo. Chop mushrooms in processor. Saute mushrooms, shallots and  garlic. Cook until juice evaporates. Combine with the rest. Lay down a phyllo  sheet in a pan. Spray with cooking spray. Repeat 5 more layers. Spoon in  mushroom mixture. Add the rest of the phyllo. Bake 15 minutes at 400."
